Tarih,Dağıtılan Enerji (MWh)
2022-08-03 07:00:00,2121.38482545522
2022-08-03 08:00:00,2163.305575251437
2022-08-03 09:00:00,2154.6921961114044
2022-08-03 10:00:00,2163.21965636928
2022-08-03 11:00:00,2367.162310867309
2022-08-03 12:00:00,2372.2983892591324
2022-08-03 13:00:00,2385.5788283353595
2022-08-03 14:00:00,2389.1521066013665
2022-08-03 15:00:00,2382.9045555929883
2022-08-03 16:00:00,2380.330816415486
2022-08-03 17:00:00,2377.109475381289
2022-08-03 18:00:00,2376.956951190061
2022-08-03 19:00:00,2376.0609439532022
2022-08-03 20:00:00,2383.910142662507
2022-08-03 21:00:00,2382.7449989002653
2022-08-03 22:00:00,2103.4969773965177
2022-08-03 23:00:00,2100.8891828192545
2022-08-04 00:00:00,1974.8941965887918
2022-08-04 01:00:00,1979.8956857554497
2022-08-04 02:00:00,1976.856428742101
2022-08-04 03:00:00,1956.4057273022029
2022-08-04 04:00:00,1948.931459513694
2022-08-04 05:00:00,1986.4894077289373
2022-08-04 06:00:00,1991.3551036662845
2022-08-04 07:00:00,1991.685286870204
2022-08-04 08:00:00,2021.4938481622262
2022-08-04 09:00:00,2043.956296015087
2022-08-04 10:00:00,2021.065293648304
2022-08-04 11:00:00,2617.344255464231
2022-08-04 12:00:00,2646.0084317498013
2022-08-04 13:00:00,2641.8925354067555
2022-08-04 14:00:00,2649.896609186139
2022-08-04 15:00:00,2642.082785389708
2022-08-04 16:00:00,2597.1710794178543
2022-08-04 17:00:00,2578.9631908807596
2022-08-04 18:00:00,2582.171525954678
2022-08-04 19:00:00,2579.8343691078558
2022-08-04 20:00:00,2583.6500809408462
2022-08-04 21:00:00,2579.5635407006803
2022-08-04 22:00:00,1986.0369711363862
2022-08-04 23:00:00,1985.2009905740142
2022-08-05 00:00:00,1951.2347263021218
2022-08-05 01:00:00,1941.4629981584217
2022-08-05 02:00:00,1955.4689912981914
2022-08-05 03:00:00,1963.478023262494
2022-08-05 04:00:00,1970.5616889475243
2022-08-05 05:00:00,1976.564526943923
2022-08-05 06:00:00,1912.0940344272435
2022-08-05 07:00:00,1957.0913722375228
2022-08-05 08:00:00,1987.0123931535747
2022-08-05 09:00:00,1942.0424327886901
2022-08-05 10:00:00,1945.6878267914274
2022-08-05 11:00:00,2576.470243627546
2022-08-05 12:00:00,2573.534662505757
2022-08-05 13:00:00,2576.0260685868516
2022-08-05 14:00:00,2599.384458252183
2022-08-05 15:00:00,2602.9255816914133
2022-08-05 16:00:00,2590.123343659226
2022-08-05 17:00:00,2589.5654953810154
2022-08-05 18:00:00,2587.229240387948
2022-08-05 19:00:00,2595.3701536784283
2022-08-05 20:00:00,2597.1856486805273
2022-08-05 21:00:00,2613.4842981472752
2022-08-05 22:00:00,1994.589218546196
2022-08-05 23:00:00,2052.678903763256
2022-08-06 00:00:00,2022.4571624360287
2022-08-06 01:00:00,2001.7282630731065
2022-08-06 02:00:00,1998.2933569281518
2022-08-06 03:00:00,1997.3457368936392
2022-08-06 04:00:00,1973.3900473442525
2022-08-06 05:00:00,1974.8593002394146
2022-08-06 06:00:00,1952.0680349342172
2022-08-06 07:00:00,1999.4129583770484
2022-08-06 08:00:00,2033.872379284826
2022-08-06 09:00:00,2046.018378013529
2022-08-06 10:00:00,2007.2653929273936
2022-08-06 11:00:00,2631.9309119364802
2022-08-06 12:00:00,2626.1040208751915
2022-08-06 13:00:00,2625.3821701594825
2022-08-06 14:00:00,2627.4809784321887
2022-08-06 15:00:00,2623.1771770786
2022-08-06 16:00:00,2619.622238453664
2022-08-06 17:00:00,2621.9504391826144
2022-08-06 18:00:00,2650.5858479151625
2022-08-06 19:00:00,2657.4098444335687
2022-08-06 20:00:00,2659.1414505751895
2022-08-06 21:00:00,2665.576482938225
2022-08-06 22:00:00,2082.6283165010814
2022-08-06 23:00:00,2082.2673301078
2022-08-07 00:00:00,2016.248152939599
2022-08-07 01:00:00,2043.9957081463938
2022-08-07 02:00:00,2056.088201875777
2022-08-07 03:00:00,2042.9538060949587
2022-08-07 04:00:00,2040.9601769342064
2022-08-07 05:00:00,2034.9090235713034
2022-08-07 06:00:00,2111.2199053495833
2022-08-07 07:00:00,2114.7622050989435
2022-08-07 08:00:00,2020.3169094173509
2022-08-07 09:00:00,2014.889857631071
2022-08-07 10:00:00,2065.0731224436367
2022-08-07 11:00:00,2415.2017506895445
2022-08-07 12:00:00,2414.582526293892
2022-08-07 13:00:00,2416.9153565004017
2022-08-07 14:00:00,2416.7704917512315
2022-08-07 15:00:00,2422.01599599842
2022-08-07 16:00:00,2422.01599599842
2022-08-07 17:00:00,2422.7494356563916
2022-08-07 18:00:00,2423.4100232936225
2022-08-07 19:00:00,2427.2363739583475
2022-08-07 20:00:00,2429.4367591268547
2022-08-07 21:00:00,2428.0245686072526
2022-08-07 22:00:00,2019.680719024896
2022-08-07 23:00:00,2028.8954192487095
2022-08-08 00:00:00,2210.9236593496025
2022-08-08 01:00:00,2217.2328431585884
2022-08-08 02:00:00,2215.0682226237673
2022-08-08 03:00:00,2208.0555097795013
2022-08-08 04:00:00,2201.066995707568
2022-08-08 05:00:00,2161.3015512904826
2022-08-08 06:00:00,2177.0141659228157
2022-08-08 07:00:00,2176.189317223273
2022-08-08 08:00:00,2171.2509060553994
2022-08-08 09:00:00,2166.674726619313
2022-08-08 10:00:00,2161.4704128770536
2022-08-08 11:00:00,2415.780641862999
2022-08-08 12:00:00,2424.2540545628112
2022-08-08 13:00:00,2422.807562159983
2022-08-08 14:00:00,2408.370791469215
2022-08-08 15:00:00,2393.2157358995687
2022-08-08 16:00:00,2383.176088166639
2022-08-08 17:00:00,2385.966240201302
2022-08-08 18:00:00,2391.7198061666923
2022-08-08 19:00:00,2407.245072462093
2022-08-08 20:00:00,2412.260582213485
2022-08-08 21:00:00,2412.351452167797
2022-08-08 22:00:00,2111.396812143941
2022-08-08 23:00:00,2105.4292426505076
2022-08-09 00:00:00,2162.489529625281
2022-08-09 01:00:00,2147.988938674319
2022-08-09 02:00:00,2133.2102240213703
2022-08-09 03:00:00,2132.7656566270703
2022-08-09 04:00:00,2032.6969572781213
2022-08-09 05:00:00,2033.8189335097536
2022-08-09 06:00:00,2023.4953307364829
2022-08-09 07:00:00,2028.2266287787695
2022-08-09 08:00:00,2031.0493890175326
2022-08-09 09:00:00,1926.405625299053
2022-08-09 10:00:00,1905.9798121750948
2022-08-09 11:00:00,2660.264258066278
2022-08-09 12:00:00,2660.2280978338367
2022-08-09 13:00:00,2664.232296597793
2022-08-09 14:00:00,2664.7177840684412
2022-08-09 15:00:00,2665.079277222229
2022-08-09 16:00:00,2649.947874060143
2022-08-09 17:00:00,2654.377978362625
2022-08-09 18:00:00,2730.6852927507616
2022-08-09 19:00:00,2743.0798046508507
2022-08-09 20:00:00,2745.8003903749022
2022-08-09 21:00:00,2756.469273233941
2022-08-09 22:00:00,2037.4756092200882
2022-08-09 23:00:00,2068.57272720309
2022-08-10 00:00:00,2010.3596497095505
2022-08-10 01:00:00,2111.996914534949
2022-08-10 02:00:00,2119.3149410798424
2022-08-10 03:00:00,2118.112678470403
2022-08-10 04:00:00,2111.1609433550652
2022-08-10 05:00:00,2084.333820543962
2022-08-10 06:00:00,1968.9755446997558
2022-08-10 07:00:00,1966.42283715711
2022-08-10 08:00:00,2051.8143892517965
2022-08-10 09:00:00,2065.6538299433328
2022-08-10 10:00:00,2069.754721191565
2022-08-10 11:00:00,2601.3902175732605
2022-08-10 12:00:00,2605.4213740679534
2022-08-10 13:00:00,2657.3777548473263
2022-08-10 14:00:00,2669.3401937019253
2022-08-10 15:00:00,2668.620151551395
2022-08-10 16:00:00,2664.464526988311
2022-08-10 17:00:00,2628.2584682363463
2022-08-10 18:00:00,2575.9398103799986
2022-08-10 19:00:00,2561.824249611917
2022-08-10 20:00:00,2569.2347137747424
2022-08-10 21:00:00,2552.0043403525465
2022-08-10 22:00:00,2058.125449728205
2022-08-10 23:00:00,2047.4769442003117
2022-08-11 00:00:00,1979.7900654861623
2022-08-11 01:00:00,1953.3206391240533
2022-08-11 02:00:00,1954.8285253716685
2022-08-11 03:00:00,1935.7204862483115
2022-08-11 04:00:00,1933.6079738482981
2022-08-11 05:00:00,1952.2114541040519
2022-08-11 06:00:00,1958.1500548790425
2022-08-11 07:00:00,2030.2805434258862
2022-08-11 08:00:00,2101.3321455273845
2022-08-11 09:00:00,2127.4131564735335
2022-08-11 10:00:00,2005.2753738429194
2022-08-11 11:00:00,2398.9903274253415
2022-08-11 12:00:00,2392.9792192249297
2022-08-11 13:00:00,2394.9793587941867
2022-08-11 14:00:00,2394.838413421047
2022-08-11 15:00:00,2397.640114205399
2022-08-11 16:00:00,2395.8201409991248
2022-08-11 17:00:00,2399.450615502006
2022-08-11 18:00:00,2395.875178112093
2022-08-11 19:00:00,2389.9667458170143
2022-08-11 20:00:00,2390.0903515782047
2022-08-11 21:00:00,2390.0903515782047
2022-08-11 22:00:00,2071.876612063762
2022-08-11 23:00:00,2063.0814457663932
2022-08-12 00:00:00,2048.5634784798067
2022-08-12 01:00:00,2068.9469456424195
2022-08-12 02:00:00,2092.692756551797
2022-08-12 03:00:00,2094.1916597129416
2022-08-12 04:00:00,2097.812772615655
2022-08-12 05:00:00,2101.437952350046
2022-08-12 06:00:00,2021.3595877926512
2022-08-12 07:00:00,1971.9458325079625
2022-08-12 08:00:00,2003.2626750237011
2022-08-12 09:00:00,2089.945607704381
2022-08-12 10:00:00,2090.697512178794
2022-08-12 11:00:00,2442.098532368995
2022-08-12 12:00:00,2442.8540933297404
2022-08-12 13:00:00,2446.6043791798324
2022-08-12 14:00:00,2458.336388093829
2022-08-12 15:00:00,2460.5570562667585
2022-08-12 16:00:00,2479.4193284123244
2022-08-12 17:00:00,2478.7448155709235
2022-08-12 18:00:00,2478.6717711279125
2022-08-12 19:00:00,2480.322165164592
2022-08-12 20:00:00,2473.9952582431297
2022-08-12 21:00:00,2474.6758820618525
2022-08-12 22:00:00,2053.60748237434
2022-08-12 23:00:00,2098.0899944726107
2022-08-13 00:00:00,1814.3158689607565
2022-08-13 01:00:00,1816.6356552567
2022-08-13 02:00:00,1804.5452493230287
2022-08-13 03:00:00,1801.6608107174752
2022-08-13 04:00:00,1803.3529575545276
2022-08-13 05:00:00,1804.09051137246
2022-08-13 06:00:00,1803.158240057872
2022-08-13 07:00:00,1874.7760742541086
2022-08-13 08:00:00,1902.3151664225907
2022-08-13 09:00:00,1947.6384647529171
2022-08-13 10:00:00,1943.0850632343813
2022-08-13 11:00:00,2216.4564432724937
2022-08-13 12:00:00,2206.57484070159
2022-08-13 13:00:00,2266.1212520213126
2022-08-13 14:00:00,2256.4487840600386
2022-08-13 15:00:00,2258.8394673444836
2022-08-13 16:00:00,2260.447354681038
2022-08-13 17:00:00,2260.3005661318616
2022-08-13 18:00:00,2263.4224419820425
2022-08-13 19:00:00,2262.864869655739
2022-08-13 20:00:00,2259.1836859211057
2022-08-13 21:00:00,2259.1836859211057
2022-08-13 22:00:00,1833.2778194693192
2022-08-13 23:00:00,1833.8538380039183
2022-08-14 00:00:00,1837.5510941130535
2022-08-14 01:00:00,1811.836697265778
2022-08-14 02:00:00,1813.3067991445419
2022-08-14 03:00:00,1800.0966377009936
2022-08-14 04:00:00,1811.4753530907626
2022-08-14 05:00:00,1810.2651655357247
2022-08-14 06:00:00,1795.7737398489076
2022-08-14 07:00:00,1845.7074748671791
2022-08-14 08:00:00,1969.2039743011271
2022-08-14 09:00:00,1981.1366443789302
2022-08-14 10:00:00,1879.1354036729056
2022-08-14 11:00:00,2525.9058705967773
2022-08-14 12:00:00,2559.62980964921
2022-08-14 13:00:00,2584.8120168546798
2022-08-14 14:00:00,2569.9249145771105
2022-08-14 15:00:00,2560.302229559687
2022-08-14 16:00:00,2518.8787898388846
2022-08-14 17:00:00,2449.9091619650067
2022-08-14 18:00:00,2436.0662179797155
2022-08-14 19:00:00,2442.0354608641073
2022-08-14 20:00:00,2437.5937306772767
2022-08-14 21:00:00,2439.4432275974295
2022-08-14 22:00:00,1904.1528089705894
2022-08-14 23:00:00,1897.079833362582
2022-08-15 00:00:00,1724.1697855521331
2022-08-15 01:00:00,1716.8895230064593
2022-08-15 02:00:00,1707.8248713716098
2022-08-15 03:00:00,1702.7498585655833
2022-08-15 04:00:00,1691.7375586198186
2022-08-15 05:00:00,1672.8283144541992
2022-08-15 06:00:00,1828.7302935675564
2022-08-15 07:00:00,1745.2544351957654
2022-08-15 08:00:00,1749.353955461977
2022-08-15 09:00:00,1753.766976334127
2022-08-15 10:00:00,1748.8704374175377
2022-08-15 11:00:00,2309.8116283909026
2022-08-15 12:00:00,2310.2535789509134
2022-08-15 13:00:00,2310.662402978867
2022-08-15 14:00:00,2320.0158578558467
2022-08-15 15:00:00,2319.209136282577
2022-08-15 16:00:00,2321.7990035691964
2022-08-15 17:00:00,2324.921632922924
2022-08-15 18:00:00,2333.387053033391
2022-08-15 19:00:00,2327.541845655699
2022-08-15 20:00:00,2326.237598321007
2022-08-15 21:00:00,2324.731587818117
2022-08-15 22:00:00,1751.022534629529
2022-08-15 23:00:00,1749.1694361780517
2022-08-16 00:00:00,1619.2050780845766
2022-08-16 01:00:00,1626.62171392804
2022-08-16 02:00:00,1636.1575096311858
2022-08-16 03:00:00,1634.8947460549648
2022-08-16 04:00:00,1609.176094900188
2022-08-16 05:00:00,1590.8967322773483
2022-08-16 06:00:00,1692.1031466450993
2022-08-16 07:00:00,1678.4883793325669
2022-08-16 08:00:00,1676.4455441151642
2022-08-16 09:00:00,1750.8854276893328
2022-08-16 10:00:00,1760.5990385260197
2022-08-16 11:00:00,2225.382005873407
2022-08-16 12:00:00,2213.916275875276
2022-08-16 13:00:00,2201.1144467393215
2022-08-16 14:00:00,2193.1178300824977
2022-08-16 15:00:00,2187.7509069544876
2022-08-16 16:00:00,2194.0928524170145
2022-08-16 17:00:00,2198.8310270773964
2022-08-16 18:00:00,2200.9749764101684
2022-08-16 19:00:00,2211.266651988725
2022-08-16 20:00:00,2207.821915361551
2022-08-16 21:00:00,2214.255375259249
2022-08-16 22:00:00,1596.1163090392342
2022-08-16 23:00:00,1605.8719194535513
2022-08-17 00:00:00,2008.7896830859825
2022-08-17 01:00:00,1945.1061041852988
2022-08-17 02:00:00,1954.8922956815663
2022-08-17 03:00:00,1986.7471829189417
2022-08-17 04:00:00,1984.7301419987239
2022-08-17 05:00:00,1968.5949583703398
2022-08-17 06:00:00,1982.0783161699767
2022-08-17 07:00:00,2012.2699964606936
2022-08-17 08:00:00,2107.1337196186364
2022-08-17 09:00:00,2107.181502616168
2022-08-17 10:00:00,2056.4024415877293
2022-08-17 11:00:00,2574.0130879202134
2022-08-17 12:00:00,2586.3032223689934
2022-08-17 13:00:00,2606.389087047231
2022-08-17 14:00:00,2608.04505979163
2022-08-17 15:00:00,2599.131181286956
2022-08-17 16:00:00,2596.282668726743
2022-08-17 17:00:00,2593.5845058301734
2022-08-17 18:00:00,2590.2333772227207
2022-08-17 19:00:00,2601.4578820558686
2022-08-17 20:00:00,2613.5204279081436
2022-08-17 21:00:00,2616.995039258189
2022-08-17 22:00:00,1909.6189359505288
2022-08-17 23:00:00,1923.236227379196
2022-08-18 00:00:00,1892.220831684304
2022-08-18 01:00:00,1917.981775852821
2022-08-18 02:00:00,1938.4983637258313
2022-08-18 03:00:00,1983.9977516582314
2022-08-18 04:00:00,1987.1048705646976
2022-08-18 05:00:00,2035.2852096859583
2022-08-18 06:00:00,2041.7055208011434
2022-08-18 07:00:00,2051.195333986489
2022-08-18 08:00:00,2069.998177453786
2022-08-18 09:00:00,2074.9098406956778
2022-08-18 10:00:00,2031.8209972649404
2022-08-18 11:00:00,2346.890727042515
2022-08-18 12:00:00,2334.6864087769404
2022-08-18 13:00:00,2337.9887561680703
2022-08-18 14:00:00,2338.1055397084033
2022-08-18 15:00:00,2339.2946338111014
2022-08-18 16:00:00,2340.6964133040747
2022-08-18 17:00:00,2343.426307808652
2022-08-18 18:00:00,2347.097217090133
2022-08-18 19:00:00,2359.923825425501
2022-08-18 20:00:00,2364.9581093029515
2022-08-18 21:00:00,2364.9581093029515
2022-08-18 22:00:00,1992.0763069335028
2022-08-18 23:00:00,2000.650569432138
2022-08-19 00:00:00,2324.7975287131594
2022-08-19 01:00:00,2306.7262549050483
2022-08-19 02:00:00,2267.3210159390896
2022-08-19 03:00:00,2254.835090791388
2022-08-19 04:00:00,2237.6844136003956
2022-08-19 05:00:00,2237.981804705305
2022-08-19 06:00:00,2242.5306054874995
2022-08-19 07:00:00,2293.4231205860187
2022-08-19 08:00:00,2330.406755207787
2022-08-19 09:00:00,2333.9341339903644
2022-08-19 10:00:00,2336.2467764943976
2022-08-19 11:00:00,2471.8592691506965
2022-08-19 12:00:00,2473.410025419136
2022-08-19 13:00:00,2474.7721381070614
2022-08-19 14:00:00,2470.287010902492
2022-08-19 15:00:00,2469.9540937557585
2022-08-19 16:00:00,2477.815364943305
2022-08-19 17:00:00,2476.1973479828243
2022-08-19 18:00:00,2477.020621476846
2022-08-19 19:00:00,2493.6420234212765
2022-08-19 20:00:00,2514.430667167631
2022-08-19 21:00:00,2542.391906428921
2022-08-19 22:00:00,2304.1217760652003
2022-08-19 23:00:00,2375.859660927737
2022-08-20 00:00:00,2075.9627714914577
2022-08-20 01:00:00,2061.3262349752044
2022-08-20 02:00:00,2061.9784259739045
2022-08-20 03:00:00,2058.0514352806003
2022-08-20 04:00:00,2043.9467519019413
2022-08-20 05:00:00,2036.5974321359522
2022-08-20 06:00:00,2024.3344449573233
2022-08-20 07:00:00,2002.3070445526678
2022-08-20 08:00:00,2017.228848226946
2022-08-20 09:00:00,2008.9818871768096
2022-08-20 10:00:00,2003.2646786217206
2022-08-20 11:00:00,2615.1964077487883
2022-08-20 12:00:00,2617.7636847553795
2022-08-20 13:00:00,2636.3870712163402
2022-08-20 14:00:00,2629.7055226886546
2022-08-20 15:00:00,2625.7337345152996
2022-08-20 16:00:00,2624.4772319775093
2022-08-20 17:00:00,2628.845613276227
2022-08-20 18:00:00,2621.3223614072517
2022-08-20 19:00:00,2639.994522665781
2022-08-20 20:00:00,2697.9347472658956
2022-08-20 21:00:00,2698.123925176836
2022-08-20 22:00:00,2102.5554771448956
2022-08-20 23:00:00,2072.620757363981
2022-08-21 00:00:00,1912.2557354248418
2022-08-21 01:00:00,1899.2601536131313
2022-08-21 02:00:00,1923.7151668904949
2022-08-21 03:00:00,1947.9688380183227
2022-08-21 04:00:00,1975.044090137531
2022-08-21 05:00:00,1982.6668099381723
2022-08-21 06:00:00,1960.5939959401042
2022-08-21 07:00:00,1917.7569639476
2022-08-21 08:00:00,2015.0143909143892
2022-08-21 09:00:00,2001.7257756110178
2022-08-21 10:00:00,1862.8047409334233
2022-08-21 11:00:00,2483.8635517836187
2022-08-21 12:00:00,2493.947754719003
2022-08-21 13:00:00,2493.8915716566503
2022-08-21 14:00:00,2491.9960071918063
2022-08-21 15:00:00,2479.9196361816207
2022-08-21 16:00:00,2469.9922201813592
2022-08-21 17:00:00,2435.6975936432727
2022-08-21 18:00:00,2434.8974792723407
2022-08-21 19:00:00,2435.7241808862104
2022-08-21 20:00:00,2443.759344023219
2022-08-21 21:00:00,2451.0843607826705
2022-08-21 22:00:00,1870.7721254343621
2022-08-21 23:00:00,1882.4017072789966
2022-08-22 00:00:00,1889.0838131416838
2022-08-22 01:00:00,1910.0866594348895
2022-08-22 02:00:00,1901.862830449647
2022-08-22 03:00:00,1902.013456813686
2022-08-22 04:00:00,1896.9074328410704
2022-08-22 05:00:00,1862.4622202022367
2022-08-22 06:00:00,1997.9339405295746
2022-08-22 07:00:00,1872.910307443123
2022-08-22 08:00:00,1860.5930792618658
2022-08-22 09:00:00,1850.5100850886263
2022-08-22 10:00:00,1830.982037782536
2022-08-22 11:00:00,2273.459774117283
2022-08-22 12:00:00,2257.575501358768
2022-08-22 13:00:00,2258.1246639314245
2022-08-22 14:00:00,2270.6751743112086
2022-08-22 15:00:00,2270.6751743112086
2022-08-22 16:00:00,2270.8428047774446
2022-08-22 17:00:00,2275.092812141976
2022-08-22 18:00:00,2289.6333455147187
2022-08-22 19:00:00,2308.145760255354
2022-08-22 20:00:00,2327.429542268136
2022-08-22 21:00:00,2346.618173117704
2022-08-22 22:00:00,1962.0120562464035
2022-08-22 23:00:00,1965.116669347343
2022-08-23 00:00:00,1925.2974332088786
2022-08-23 01:00:00,1932.2746106239551
2022-08-23 02:00:00,1928.5619679131423
2022-08-23 03:00:00,1926.7273383381862
2022-08-23 04:00:00,1954.9905413143865
2022-08-23 05:00:00,1951.1743963072734
2022-08-23 06:00:00,1926.8524520681942
2022-08-23 07:00:00,1923.2831083484577
2022-08-23 08:00:00,1925.8980560012192
2022-08-23 09:00:00,2002.4015365678104
2022-08-23 10:00:00,2015.0431593442702
2022-08-23 11:00:00,2558.503429502168
2022-08-23 12:00:00,2563.718690513927
2022-08-23 13:00:00,2563.6280542146355
2022-08-23 14:00:00,2573.18278116315
2022-08-23 15:00:00,2569.579527743393
2022-08-23 16:00:00,2604.7936320366575
2022-08-23 17:00:00,2610.7558924666027
2022-08-23 18:00:00,2586.6212335746422
2022-08-23 19:00:00,2588.719741499999
2022-08-23 20:00:00,2588.183982094334
2022-08-23 21:00:00,2578.682014045963
2022-08-23 22:00:00,1964.715240163111
2022-08-23 23:00:00,1931.7648739124672
2022-08-24 00:00:00,1707.285744736217
2022-08-24 01:00:00,1740.415626262443
2022-08-24 02:00:00,1750.4794282389885
2022-08-24 03:00:00,1752.2520164583698
2022-08-24 04:00:00,1743.8584569742661
2022-08-24 05:00:00,1749.594885379755
2022-08-24 06:00:00,1758.1315163380257
2022-08-24 07:00:00,1752.8091018206487
2022-08-24 08:00:00,1830.7576405858297
2022-08-24 09:00:00,1829.6946445126428
2022-08-24 10:00:00,1869.6220326060877
2022-08-24 11:00:00,2154.9996865854537
2022-08-24 12:00:00,2151.4000750965265
2022-08-24 13:00:00,2155.0585335554515
2022-08-24 14:00:00,2157.837293567455
2022-08-24 15:00:00,2160.306797693004
2022-08-24 16:00:00,2163.5064786006456
2022-08-24 17:00:00,2163.878659249389
2022-08-24 18:00:00,2156.6020228398784
2022-08-24 19:00:00,2146.666820157412
2022-08-24 20:00:00,2148.6120664816594
2022-08-24 21:00:00,2147.2482343328907
2022-08-24 22:00:00,1708.466359549034
2022-08-24 23:00:00,1760.3332173540532
2022-08-25 00:00:00,1751.240763357187
2022-08-25 01:00:00,1758.6677905816312
2022-08-25 02:00:00,1754.775981582168
2022-08-25 03:00:00,1742.793296254261
2022-08-25 04:00:00,1747.330645213953
2022-08-25 05:00:00,1810.0555039636965
2022-08-25 06:00:00,1935.68933462665
2022-08-25 07:00:00,1899.995573263918
2022-08-25 08:00:00,1899.32972137773
2022-08-25 09:00:00,1890.875913762267
2022-08-25 10:00:00,1813.6624453477168
2022-08-25 11:00:00,2205.702418783621
2022-08-25 12:00:00,2184.480877296898
2022-08-25 13:00:00,2185.476088317616
2022-08-25 14:00:00,2178.4480718909044
2022-08-25 15:00:00,2176.1883493258056
2022-08-25 16:00:00,2172.7817009654104
2022-08-25 17:00:00,2176.361270572406
2022-08-25 18:00:00,2175.964281234764
2022-08-25 19:00:00,2173.495945605946
2022-08-25 20:00:00,2171.32045351157
2022-08-25 21:00:00,2171.2463413187347
2022-08-25 22:00:00,1735.8038392755411
2022-08-25 23:00:00,1750.292093491175
2022-08-26 00:00:00,1651.0276868351582
2022-08-26 01:00:00,1627.9644099332654
2022-08-26 02:00:00,1571.2805683562494
2022-08-26 03:00:00,1554.0793164671443
2022-08-26 04:00:00,1537.5250405615686
2022-08-26 05:00:00,1526.498268123592
2022-08-26 06:00:00,1685.9828863380183
2022-08-26 07:00:00,1624.8918192475185
2022-08-26 08:00:00,1610.4748866434525
2022-08-26 09:00:00,1737.88378225544
2022-08-26 10:00:00,1761.992716290963
2022-08-26 11:00:00,2072.8995334388806
2022-08-26 12:00:00,2071.4911693019826
2022-08-26 13:00:00,2062.1780568804415
2022-08-26 14:00:00,2075.9445371994075
2022-08-26 15:00:00,2079.646428259351
2022-08-26 16:00:00,2054.402191159788
2022-08-26 17:00:00,2053.2911864143634
2022-08-26 18:00:00,2040.2118491813255
2022-08-26 19:00:00,2017.4419810928912
2022-08-26 20:00:00,2020.7338141259806
2022-08-26 21:00:00,1999.4368434794635
2022-08-26 22:00:00,1582.697128489391
2022-08-26 23:00:00,1545.765644764622
2022-08-27 00:00:00,1743.485731300938
2022-08-27 01:00:00,1738.3769961258658
2022-08-27 02:00:00,1732.3920683877004
2022-08-27 03:00:00,1722.823255654608
2022-08-27 04:00:00,1712.568008972319
2022-08-27 05:00:00,1721.8827037511326
2022-08-27 06:00:00,1834.2103175275051
2022-08-27 07:00:00,1827.8156269296558
2022-08-27 08:00:00,1840.8198269583509
2022-08-27 09:00:00,1859.5024652019713
2022-08-27 10:00:00,1853.454077810638
2022-08-27 11:00:00,2180.016145561839
2022-08-27 12:00:00,2180.1842263473086
2022-08-27 13:00:00,2167.895045772695
2022-08-27 14:00:00,2163.929162059723
2022-08-27 15:00:00,2149.472131538019
2022-08-27 16:00:00,2148.13482345177
2022-08-27 17:00:00,2146.2680406489235
2022-08-27 18:00:00,2139.6321640407295
2022-08-27 19:00:00,2139.4815333024876
